Year,Month,Value
1974,11,0.61
1974,12,0.27
1975,1,-0.65
1975,2,-0.93
1975,3,-1.07
1975,4,-1.79
1975,5,-2.08
1975,6,-1.61
1975,7,-0.84
1975,8,-1.56
1975,9,-1.6
1975,10,-1.59
1975,11,-1.73
1975,12,-1.49
1976,1,-1.08
1976,2,-1.01
1976,3,-1.31
1976,4,-1.38
1976,5,-1.23
1976,6,-1.26
1976,7,0.28
1976,8,0.97
1976,9,0.58
1976,10,1.12
1976,11,1.33
1976,12,1.2
1977,1,1.24
1977,2,1.51
1977,3,0.62
1977,4,-0.25
1977,5,-0.47
1977,6,0.03
1977,7,-0.06
1977,8,-0.09
1977,9,-0.64
1977,10,-0.84
1977,11,-0.45
1977,12,-0.06
1978,1,0.58
1978,2,0.78
1978,3,1.13
1978,4,1.03
1978,5,0.77
1978,6,0.33
1978,7,-1.62
1978,8,-0.91
1978,9,-0.78
1978,10,0.07
1978,11,-0.01
1978,12,-0.51
1979,1,-0.38
1979,2,-1.29
1979,3,-0.68
1979,4,-0.12
1979,5,0.57
1979,6,0.22
1979,7,0.3
1979,8,0.05
1979,9,0.88
1979,10,1.1
1979,11,0.58
1979,12,0.06
1980,1,0.06
1980,2,0.58
1980,3,0.62
1980,4,0.78
1980,5,0.64
1980,6,-0.72
1980,7,-0.21
1980,8,0.08
1980,9,-0.13
1980,10,0.99
1980,11,0.71
1980,12,0.3
1981,1,1.18
1981,2,1.24
1981,3,1.22
1981,4,1.07
1981,5,1.29
1981,6,1.82
1981,7,0.82
1981,8,-0.05
1981,9,0.43
1981,10,-0.09
1981,11,0.54
1981,12,0.59
1982,1,0.11
1982,2,-0.19
1982,3,-0.37
1982,4,-0.7
1982,5,-1.21
1982,6,-0.99
1982,7,0.12
1982,8,-0.08
1982,9,0.51
1982,10,0.15
1982,11,-0.6
1982,12,0.16
1983,1,0.4
1983,2,0.97
1983,3,1.73
1983,4,1.26
1983,5,1.01
1983,6,1.9
1983,7,2.47
1983,8,1.18
1983,9,0.47
1983,10,0.68
1983,11,1.19
1983,12,1.72
1984,1,1.42
1984,2,1.23
1984,3,1.56
1984,4,1
1984,5,0.87
1984,6,-0.13
1984,7,-0.35
1984,8,0.01
1984,9,0.18
1984,10,0.43
1984,11,0.54
1984,12,0.48
1985,1,0.87
1985,2,0.48
1985,3,-0.34
1985,4,-0.52
1985,5,-0.87
1985,6,0.04
1985,7,0.52
1985,8,0.19
1985,9,0.13
1985,10,0.14
1985,11,-0.65
1985,12,0.33
1986,1,1.04
1986,2,1.47
1986,3,1.68
1986,4,1.21
1986,5,0.85
1986,6,0.62
1986,7,1.05
1986,8,-0.19
1986,9,-0.03
1986,10,1
1986,11,1.68
1986,12,1.71
1987,1,1.47
1987,2,1.46
1987,3,1.35
1987,4,1.38
1987,5,0.82
1987,6,0.05
1987,7,1.38
1987,8,1.74
1987,9,1.44
1987,10,0.68
1987,11,0.93
1987,12,0.94
1988,1,0.23
1988,2,0.47
1988,3,0.49
1988,4,0.34
1988,5,0.37
1988,6,0.21
1988,7,-0.15
1988,8,-0.88
1988,9,-0.98
1988,10,-0.36
1988,11,-0.06
1988,12,-0.14
1989,1,-1.24
1989,2,-1.45
1989,3,-1.24
1989,4,-0.32
1989,5,-0.09
1989,6,0.11
1989,7,0.56
1989,8,-0.44
1989,9,-0.57
1989,10,-0.51
1989,11,-0.76
1989,12,-0.1
1990,1,-0.42
1990,2,-1.28
1990,3,-1.24
1990,4,-0.15
1990,5,-0.32
1990,6,-0.25
1990,7,-0.31
1990,8,-0.43
1990,9,-0.26
1990,10,-1.16
1990,11,-1.88
1990,12,-2.22
1991,1,-1.8
1991,2,-1.09
1991,3,-1.11
1991,4,-1.63
1991,5,-1.65
1991,6,-2.25
1991,7,-1.57
1991,8,-0.58
1991,9,0.37
1991,10,0.41
1991,11,0.56
1991,12,-0.21
1992,1,0.08
1992,2,0.17
1992,3,0.12
1992,4,0.55
1992,5,1.26
1992,6,1.22
1992,7,1.5
1992,8,0.85
1992,9,0.45
1992,10,1.28
1992,11,1.31
1992,12,0.33
1993,1,-0.28
1993,2,0.02
1993,3,0.24
1993,4,1
1993,5,1.79
1993,6,2.05
1993,7,1.48
1993,8,1.96
1993,9,1.15
1993,10,1.31
1993,11,1.13
1993,12,0.67
1994,1,0.85
1994,2,0.33
1994,3,0.27
1994,4,0.49
1994,5,0.55
1994,6,0.1
1994,7,-0.91
1994,8,-0.88
1994,9,-1.51
1994,10,-1.06
1994,11,-1.93
1994,12,-2.22
1995,1,-0.86
1995,2,0.02
1995,3,0.46
1995,4,0.49
1995,5,0.89
1995,6,1.03
1995,7,1
1995,8,-0.11
1995,9,1.22
1995,10,0.64
1995,11,0.05
1995,12,0.44
1996,1,1.01
1996,2,1.01
1996,3,0.85
1996,4,1.37
1996,5,2.13
1996,6,1.1
1996,7,0.57
1996,8,-0.66
1996,9,0.07
1996,10,0.4
1996,11,0.38
1996,12,-0.03
1997,1,0.44
1997,2,0.29
1997,3,0.39
1997,4,0.73
1997,5,1.59
1997,6,2.55
1997,7,1.49
1997,8,2.27
1997,9,1.8
1997,10,1.78
1997,11,1.48
1997,12,0.99
1998,1,1.05
1998,2,1.52
1998,3,1.29
1998,4,0.03
1998,5,-0.83
1998,6,-0.78
1998,7,-1.16
1998,8,-0.87
1998,9,-1.7
1998,10,-2.23
1998,11,-0.97
1998,12,-1.09
1999,1,-0.78
1999,2,-1.06
1999,3,-1.18
1999,4,-1.85
1999,5,-2.32
1999,6,-2.34
1999,7,-1.87
1999,8,-1.84
1999,9,-2.24
1999,10,-2.54
1999,11,-2.18
1999,12,-1.92
2000,1,-2.2
2000,2,-1.28
2000,3,-0.66
2000,4,-0.63
2000,5,-0.81
2000,6,-0.64
2000,7,-1.51
2000,8,-1.68
2000,9,-1.45
2000,10,-1.61
2000,11,-1.04
2000,12,0
2001,1,0.48
2001,2,-0.01
2001,3,-0.41
2001,4,-1.18
2001,5,-1.12
2001,6,-1.22
2001,7,-2.21
2001,8,-1.68
2001,9,-1.98
2001,10,-1.91
2001,11,-1.25
2001,12,-1.12
2002,1,-0.42
2002,2,-1.51
2002,3,-1.27
2002,4,-1.23
2002,5,-1.3
2002,6,-1.18
2002,7,-0.71
2002,8,0.11
2002,9,-0.21
2002,10,-0.2
2002,11,1.08
2002,12,1.57
2003,1,1.45
2003,2,1.23
2003,3,1.01
2003,4,0.36
2003,5,0.21
2003,6,-0.42
2003,7,0.37
2003,8,0.63
2003,9,-0.17
2003,10,0.74
2003,11,-0.23
2003,12,-0.6
2004,1,-0.55
2004,2,-0.21
2004,3,-0.15
2004,4,0
2004,5,0.61
2004,6,-0.11
2004,7,0.04
2004,8,0.24
2004,9,0.02
2004,10,-0.72
2004,11,-1.22
2004,12,-0.64
2005,1,-0.15
2005,2,-0.01
2005,3,0.7
2005,4,0.28
2005,5,1.36
2005,6,0.85
2005,7,0.11
2005,8,-0.42
2005,9,-0.99
2005,10,-2
2005,11,-1.89
2005,12,-0.1
2006,1,0.54
2006,2,0.38
2006,3,-0.74
2006,4,-0.54
2006,5,-0.37
2006,6,0.21
2006,7,0.39
2006,8,-0.85
2006,9,-1.54
2006,10,-0.46
2006,11,-0.81
2006,12,-0.42
2007,1,-0.69
2007,2,-0.71
2007,3,-1.1
2007,4,-0.46
2007,5,-0.29
2007,6,-0.07
2007,7,0.43
2007,8,0.09
2007,9,-0.97
2007,10,-2.33
2007,11,-1.46
2007,12,-0.87
2008,1,-1.5
2008,2,-1.46
2008,3,-1.26
2008,4,-1.79
2008,5,-1.62
2008,6,-1.85
2008,7,-1.96
2008,8,-1.85
2008,9,-1.87
2008,10,-1.9
2008,11,-1.59
2008,12,-1.31
2009,1,-1.81
2009,2,-1.78
2009,3,-2.06
2009,4,-2.23
2009,5,-1.32
2009,6,-0.73
2009,7,-0.71
2009,8,-0.49
2009,9,0.33
2009,10,-0.13
2009,11,-0.94
2009,12,-0.51
2010,1,0.05
2010,2,0.25
2010,3,-0.16
2010,4,-0.04
2010,5,-0.18
2010,6,-0.79
2010,7,-1.99
2010,8,-2.21
2010,9,-2.45
2010,10,-1.6
2010,11,-1.57
2010,12,-2.04
2011,1,-1.8
2011,2,-1.46
2011,3,-1.28
2011,4,-1.02
2011,5,-0.66
2011,6,-1.08
2011,7,-2.3
2011,8,-2.37
2011,9,-2.5
2011,10,-1.92
2011,11,-2.95
2011,12,-2.4
2012,1,-1.85
2012,2,-1.35
2012,3,-1.66
2012,4,-1.01
2012,5,-2.12
2012,6,-1.63
2012,7,-2.4
2012,8,-2.6
2012,9,-2.99
2012,10,-1.22
2012,11,-0.66
2012,12,-1.31
2013,1,-1.1
2013,2,-1.42
2013,3,-1.48
2013,4,-0.72
2013,5,-0.4
2013,6,-1.19
2013,7,-1.34
2013,8,-1.56
2013,9,-1
2013,10,-1.65
2013,11,-1.09
2013,12,-1.04
2014,1,-0.57
2014,2,-0.42
2014,3,0.3
2014,4,0.36
2014,5,1.27
2014,6,-0.28
2014,7,0.25
2014,8,0.34
2014,9,0.76
2014,10,1.43
2014,11,1.35
2014,12,1.86
2015,1,1.51
2015,2,1.52
2015,3,1.33
2015,4,0.9
2015,5,0.32
2015,6,0.82
2015,7,1.41
2015,8,0.98
2015,9,0.97
2015,10,0.84
2015,11,0.17
2015,12,0.29
2016,1,0.75
2016,2,1.29
2016,3,1.56
2016,4,1.74
2016,5,1.6
2016,6,0.87
2016,7,0.57
2016,8,-0.63
2016,9,-0.8
2016,10,-0.43
2016,11,0.96
2016,12,0.61
2017,1,-0.05
2017,2,-0.01
2017,3,0.1
2017,4,0.56
2017,5,0.45
2017,6,0.35
2017,7,-0.43
2017,8,-0.63
2017,9,-0.2
2017,10,-0.68
2017,11,-0.59
2017,12,-0.03
2018,1,0.38
2018,2,-0.09
2018,3,-0.72
2018,4,-0.82
2018,5,-0.46
2018,6,-0.66
2018,7,-0.01
2018,8,-0.24
2018,9,-0.35
2018,10,-0.57
2018,11,-0.71
2018,12,-0.21
2019,1,-0.34
2019,2,-0.72
2019,3,-0.4
2019,4,0.09
2019,5,0.26
2019,6,-0.06
2019,7,0.54
2019,8,0.01
2019,9,0.13
2019,10,-0.9
2019,11,-0.5
2019,12,0
2020,1,-1.41
2020,2,-1.48
2020,3,-1.75
2020,4,-1.32
2020,5,-0.53
2020,6,-0.75
2020,7,-0.92
2020,8,-1.33
2020,9,-1.04
2020,10,-0.62
2020,11,-1.59
2020,12,-0.99
2021,1,-0.61
2021,2,-1.09
2021,3,-1.68
2021,4,-1.84
2021,5,-2.01
2021,6,-1.81
2021,7,-1.96
2021,8,-0.94
2021,9,-1.96
2021,10,-3.13
2021,11,-2.75
2021,12,-2.71
2022,1,-2.4
2022,2,-1.91
2022,3,-1.67
2022,4,-2.1
2022,5,-2.25
2022,6,-1.33
2022,7,-2.62
2022,8,-2.39
2022,9,-2.29
2022,10,-1.82
2022,11,-2.41
2022,12,-2.21
2023,1,-1.25
2023,2,-1.65
2023,3,-2.45
2023,4,-3.07
2023,5,-2.42
2023,6,-2.53
2023,7,-2.52
2023,8,-2.47
2023,9,-2.98
2023,10,-2.23
2023,11,-1.79
2023,12,-1.66
2024,1,-1.55
2024,2,-1.31
2024,3,-1.57
